bug,pass,test_fail,compile_fail,failed_tests,duration
JacksonDatabind-104,No,Yes,No,com.fasterxml.jackson.databind.ObjectWriterTest::testViewSettings; com.fasterxml.jackson.databind.ser.jdk.DateSerializationTest::testDateISO8601_10k; com.fasterxml.jackson.databind.ser.jdk.DateSerializationTest::testDateISO8601_BCE; com.fasterxml.jackson.databind.ser.jdk.TestDateSerialization::testDatePaddingWithLargeYears,308.86
JacksonDatabind-105,No,Yes,No,com.fasterxml.jackson.databind.ObjectWriterTest::testViewSettings,765.57
JacksonDatabind-108,No,Yes,No,com.fasterxml.jackson.databind.ObjectWriterTest::testViewSettings; com.fasterxml.jackson.databind.node.EmptyContentAsTreeTest::testNullFromEOFWithParserAndReader,126.32
JacksonDatabind-109,No,Yes,No,com.fasterxml.jackson.databind.ObjectWriterTest::testViewSettings; com.fasterxml.jackson.databind.ser.jdk.BigDecimalPlain2230Test::testBigIntegerAsPlainTest,213.59
JacksonDatabind-110,No,Yes,No,com.fasterxml.jackson.databind.ObjectWriterTest::testViewSettings; com.fasterxml.jackson.databind.deser.jdk.UtilCollectionsTypesTest::testUnmodifiableNonRandomAccessList,395.79
JacksonDatabind-111,No,Yes,No,com.fasterxml.jackson.databind.ObjectWriterTest::testViewSettings; com.fasterxml.jackson.databind.deser.jdk.JDKAtomicTypesDeserTest::testNullWithinNested,655.22
JacksonXml-1,No,Yes,No,com.fasterxml.jackson.dataformat.xml.lists.NestedUnwrappedListsTest::testNestedWithEmpty2; com.fasterxml.jackson.dataformat.xml.lists.NestedUnwrappedListsTest::testNestedWithEmpty; com.fasterxml.jackson.dataformat.xml.lists.UnwrappedListsTest::testDefaultWrappingWithEmptyLists,341.26
JacksonXml-2,No,Yes,No,com.fasterxml.jackson.dataformat.xml.misc.XmlTextTest::testMixedContent,372.15
JacksonXml-6,No,Yes,No,com.fasterxml.jackson.dataformat.xml.ser.TestBinaryStreamToXMLSerialization::testWith0Bytes; com.fasterxml.jackson.dataformat.xml.ser.TestBinaryStreamToXMLSerialization::testWith2Bytes; com.fasterxml.jackson.dataformat.xml.ser.TestBinaryStreamToXMLSerialization::testWith3Bytes; com.fasterxml.jackson.dataformat.xml.ser.TestBinaryStreamToXMLSerialization::testWith4Bytes; com.fasterxml.jackson.dataformat.xml.ser.TestBinaryStreamToXMLSerialization::testWith1Byte,7.99
Jsoup-3,No,Yes,No,org.jsoup.nodes.ElementTest::testAppendRowToTable; org.jsoup.nodes.ElementTest::testPrependRowToTable; org.jsoup.parser.ParserTest::handlesNestedImplicitTable,13.81
Jsoup-4,No,Yes,No,org.jsoup.nodes.EntitiesTest::caseSensitive,197.58
Jsoup-7,No,Yes,No,org.jsoup.nodes.DocumentTest::testNormalisesStructure,908.52
Jsoup-11,No,Yes,No,org.jsoup.select.SelectorTest::notAll; org.jsoup.select.SelectorTest::testPseudoHas; org.jsoup.select.SelectorTest::notClass; org.jsoup.select.SelectorTest::notParas,352.82
Jsoup-12,No,Yes,No,org.jsoup.select.SelectorTest::testByAttributeRegexCombined,599.51
Jsoup-14,No,Yes,No,org.jsoup.parser.ParserTest::parsesUnterminatedTextarea; org.jsoup.parser.ParserTest::handlesUnclosedTitle,1047.97
Jsoup-16,No,Yes,No,org.jsoup.nodes.DocumentTypeTest::outerHtmlGeneration; org.jsoup.nodes.DocumentTypeTest::constructorValidationThrowsExceptionOnBlankName,454.93
Jsoup-18,No,Yes,No,org.jsoup.parser.CharacterReaderTest::handleCarriageReturnAsLineFeed; org.jsoup.parser.CharacterReaderTest::consumeToEnd; org.jsoup.parser.ParserTest::handlesNewlinesAndWhitespaceInTag,688.39
Jsoup-21,No,Yes,No,org.jsoup.select.SelectorTest::testGroupOr; org.jsoup.select.SelectorTest::mixCombinatorGroup,280.88
Jsoup-22,No,Yes,No,org.jsoup.nodes.ElementTest::elementIsNotASiblingOfItself; org.jsoup.nodes.NodeTest::nodeIsNotASiblingOfItself; org.jsoup.nodes.NodeTest::orphanNodeReturnsNullForSiblingElements,655.05
Jsoup-23,Yes,No,No,,196.11
Jsoup-28,No,Yes,No,org.jsoup.nodes.EntitiesTest::unescape; org.jsoup.nodes.EntitiesTest::noSpuriousDecodes; org.jsoup.parser.AttributeParseTest::moreAttributeUnescapes; org.jsoup.parser.AttributeParseTest::strictAttributeUnescapes; org.jsoup.parser.HtmlParserTest::doesNotFindShortestMatchingEntity; org.jsoup.parser.HtmlParserTest::relaxedBaseEntityMatchAndStrictExtendedMatch,391.45
Jsoup-29,Yes,No,No,,458.92
Jsoup-30,No,Yes,No,org.jsoup.safety.CleanerTest::testIsValid,8.50
Jsoup-31,No,Yes,No,org.jsoup.parser.XmlTreeBuilderTest::handlesXmlDeclarationAsDeclaration,110.09
Jsoup-36,No,Yes,No,org.jsoup.helper.DataUtilTest::shouldCorrectCharsetForDuplicateCharsetString; org.jsoup.helper.DataUtilTest::shouldNotThrowExceptionOnEmptyCharset; org.jsoup.helper.DataUtilTest::testQuotedCharset; org.jsoup.helper.DataUtilTest::shouldSelectFirstCharsetOnWeirdMultileCharsetsInMetaTags; org.jsoup.helper.DataUtilTest::shouldReturnNullForIllegalCharsetNames,583.24
Jsoup-42,No,Yes,No,org.jsoup.nodes.FormElementTest::createsFormData; org.jsoup.nodes.FormElementTest::usesOnForCheckboxValueIfNoValueSet,8.83
Jsoup-50,No,Yes,No,org.jsoup.helper.DataUtilTest::supportsBOMinFiles,1256.85
Jsoup-52,No,Yes,No,org.jsoup.nodes.DocumentTest::testMetaCharsetUpdateXmlNoCharset; org.jsoup.nodes.DocumentTest::testMetaCharsetUpdateXmlIso8859; org.jsoup.nodes.DocumentTest::testMetaCharsetUpdateXmlUtf8; org.jsoup.nodes.DocumentTest::testMetaCharsetUpdateXmlDisabledNoChanges; org.jsoup.parser.XmlTreeBuilderTest::handlesXmlDeclarationAsDeclaration; org.jsoup.parser.XmlTreeBuilderTest::testDetectCharsetEncodingDeclaration; org.jsoup.parser.XmlTreeBuilderTest::testParseDeclarationAttributes,710.09
Jsoup-56,No,Yes,No,org.jsoup.nodes.DocumentTypeTest::testRoundTrip,9.80
Jsoup-58,No,Yes,No,org.jsoup.safety.CleanerTest::testIsValidBodyHtml; org.jsoup.safety.CleanerTest::testIsValidDocument,7.38
Jsoup-59,No,Yes,No,org.jsoup.parser.HtmlParserTest::handlesControlCodeInAttributeName; org.jsoup.safety.CleanerTest::handlesControlCharactersAfterTagName,365.91
Jsoup-60,No,Yes,No,org.jsoup.select.QueryParserTest::exceptionOnUncloseAttribute,648.44
Jsoup-63,No,Yes,No,org.jsoup.parser.HtmlParserTest::selfClosingOnNonvoidIsError; org.jsoup.parser.HtmlParserTest::selfClosingVoidIsNotAnError; org.jsoup.parser.HtmlParserTest::tracksErrorsWhenRequested,527.64
Jsoup-65,No,Yes,No,org.jsoup.parser.HtmlParserTest::testTemplateInsideTable,344.01
Jsoup-66,No,Yes,No,org.jsoup.nodes.ElementTest::testNextElementSiblingAfterClone,871.27
Jsoup-67,Yes,No,No,,786.26
Jsoup-71,No,Yes,No,org.jsoup.select.SelectorTest::splitOnBr; org.jsoup.select.SelectorTest::textAsElements,697.30
Jsoup-73,Yes,No,No,,589.78
Jsoup-74,No,Yes,No,org.jsoup.nodes.ElementTest::testNormalizesInvisiblesInText,686.89
